Tset	Date	Twet	Load	Hour(s)	 TimeStamp(s)
15.11	4/14/2011 12:00	11.2	1353.15	43200	1302782400
15.11	4/14/2011 13:00	11.2	1469.55	46800	1302786000
15.11	4/14/2011 14:00	11.7	1484.1	50400	1302789600
15.11	4/14/2011 15:00	11.3	58.2	54000	1302793200
15.11	4/14/2011 16:00	11.5	58.2	57600	1302796800
15.11	4/14/2011 17:00	11.2	58.2	61200	1302800400
15.11	4/14/2011 18:00	10.4	1469.55	64800	1302804000
15.11	4/14/2011 19:00	9.4	1455	68400	1302807600
15.11	4/14/2011 20:00	8.5	1294.95	72000	1302811200
15.11	4/14/2011 21:00	8.5	1091.25	75600	1302814800
15.11	4/14/2011 22:00	8.2	1236.75	79200	1302818400
15.11	4/14/2011 23:00	7.3	1193.1	82800	1302822000
15.11	4/15/2011 0:00	7.6	1222.2	0	1302825600
15.11	4/15/2011 1:00	6.8	1178.55	3600	1302829200
15.11	4/15/2011 2:00	7.9	1047.6	7200	1302832800
15.11	4/15/2011 3:00	6.2	1222.2	10800	1302836400
15.11	4/15/2011 4:00	7.1	1134.9	14400	1302840000
15.11	4/15/2011 5:00	7.2	1120.35	18000	1302843600
15.11	4/15/2011 6:00	8.2	1120.35	21600	1302847200
15.11	4/15/2011 7:00	9.2	1062.15	25200	1302850800
15.11	4/15/2011 8:00	9.5	1091.25	28800	1302854400
15.11	4/15/2011 9:00	9.7	1193.1	32400	1302858000
15.11	4/15/2011 10:00	10.2	465.6	36000	1302861600
15.11	4/15/2011 11:00	10.5	717.8	39600	1302865200
15.11	4/15/2011 12:00	11.2	679	43200	1302868800
15.11	4/15/2011 13:00	11.7	698.4	46800	1302872400
15.11	4/15/2011 14:00	11.7	746.9	50400	1302876000
15.11	4/15/2011 15:00	11.5	776	54000	1302879600
15.11	4/15/2011 16:00	10.5	766.3	57600	1302883200
15.11	4/15/2011 17:00	9.4	727.5	61200	1302886800
15.11	4/15/2011 18:00	8.1	727.5	64800	1302890400
15.11	4/15/2011 19:00	7.8	533.5	68400	1302894000
15.11	4/15/2011 20:00	7.5	494.7	72000	1302897600
15.11	4/15/2011 21:00	7.3	465.6	75600	1302901200
15.11	4/15/2011 22:00	7.3	475.3	79200	1302904800
15.11	4/15/2011 23:00	7.3	455.9	82800	1302908400
15.11	4/16/2011 0:00	7.3	436.5	0	1302912000
15.11	4/16/2011 1:00	7.5	446.2	3600	1302915600
15.11	4/16/2011 2:00	7.5	465.6	7200	1302919200
15.11	4/16/2011 3:00	7.8	591.7	10800	1302922800
15.11	4/16/2011 4:00	8	611.1	14400	1302926400
15.11	4/16/2011 5:00	8.6	620.8	18000	1302930000
15.11	4/16/2011 6:00	8.6	611.1	21600	1302933600
15.11	4/16/2011 7:00	8.8	620.8	25200	1302937200
15.11	4/16/2011 8:00	9.7	620.8	28800	1302940800
15.11	4/16/2011 9:00	10.2	649.9	32400	1302944400
15.11	4/16/2011 10:00	10.5	1149.45	36000	1302948000
15.11	4/16/2011 11:00	11	58.2	39600	1302951600
15.11	4/16/2011 12:00	11.9	58.2	43200	1302955200
16.11	4/16/2011 13:00	13.8	58.2	46800	1302958800
18.11	4/16/2011 14:00	14.7	1833.3	50400	1302962400
16.11	4/16/2011 15:00	14.5	58.2	54000	1302966000
18.11	4/16/2011 16:00	14.9	1862.4	57600	1302969600
17.11	4/16/2011 17:00	15.4	58.2	61200	1302973200
17.11	4/16/2011 18:00	15.5	58.2	64800	1302976800
17.11	4/16/2011 19:00	13.4	1469.55	68400	1302980400
15.11	4/16/2011 20:00	12.1	1149.45	72000	1302984000
15.11	4/16/2011 21:00	11.9	1353.15	75600	1302987600
15.11	4/16/2011 22:00	11.9	1353.15	79200	1302991200
15.11	4/16/2011 23:00	11.5	1309.5	82800	1302994800
15.11	4/17/2011 0:00	8.9	1265.85	0	1302998400
15.11	4/17/2011 1:00	8.1	1134.9	3600	1303002000
15.11	4/17/2011 2:00	8.1	1222.2	7200	1303005600
15.11	4/17/2011 3:00	7.1	1353.15	10800	1303009200
15.11	4/17/2011 4:00	6.6	1265.85	14400	1303012800
15.11	4/17/2011 5:00	5.6	1280.4	18000	1303016400
15.11	4/17/2011 6:00	5.4	1309.5	21600	1303020000
15.11	4/17/2011 7:00	5.8	1294.95	25200	1303023600
15.11	4/17/2011 8:00	6.2	1411.35	28800	1303027200
15.11	4/17/2011 9:00	6.7	436.5	32400	1303030800
15.11	4/17/2011 10:00	7.2	475.3	36000	1303034400
15.11	4/17/2011 11:00	8	514.1	39600	1303038000
15.11	4/17/2011 12:00	8.5	543.2	43200	1303041600
15.11	4/17/2011 13:00	8.9	533.5	46800	1303045200
15.11	4/17/2011 14:00	8.9	601.4	50400	1303048800
15.11	4/17/2011 15:00	9.5	630.5	54000	1303052400
15.11	4/17/2011 16:00	9.9	649.9	57600	1303056000
15.11	4/17/2011 17:00	9.9	611.1	61200	1303059600
15.11	4/17/2011 18:00	9.7	591.7	64800	1303063200
15.11	4/17/2011 19:00	9.4	465.6	68400	1303066800
15.11	4/17/2011 20:00	9	436.5	72000	1303070400
15.11	4/17/2011 21:00	9.1	436.5	75600	1303074000
15.11	4/17/2011 22:00	9.1	417.1	79200	1303077600
15.11	4/17/2011 23:00	9	407.4	82800	1303081200
15.11	4/18/2011 0:00	9	407.4	0	1303084800
15.11	4/18/2011 1:00	7.6	436.5	3600	1303088400
15.11	4/18/2011 2:00	7.6	494.7	7200	1303092000
15.11	4/18/2011 3:00	7.6	475.3	10800	1303095600
15.11	4/18/2011 4:00	7.6	475.3	14400	1303099200
15.11	4/18/2011 5:00	7.6	436.5	18000	1303102800
15.11	4/18/2011 6:00	9.1	446.2	21600	1303106400
15.11	4/18/2011 7:00	10.5	436.5	25200	1303110000
15.11	4/18/2011 8:00	12	475.3	28800	1303113600
15.11	4/18/2011 9:00	12.2	1222.2	32400	1303117200
